entry,key,ground_truth,predicted,match
48,sub_total.subtotal_price,22728.0,22728.0,True
48,menu[0].sub,[{'nm':'25%'}{'nm':'lessice'}],,False
48,total.changeprice,75000.0,75000.0,True
49,menu[1].nm,chocomelt,chocomelt,True
49,total.cashprice,50000.0,50000.0,True
49,menu[1].price,11000.0,11000.0,True
49,menu[0].price,12000.0,12000.0,True
49,menu[0].nm,ptgseggtart,ptgseggtart,True
49,menu[1].cnt,1.0,1.0,True
49,total.menuqty_cnt,2.0,2.0,True
49,total.total_price,23000.0,23000.0,True
49,menu[0].cnt,1.0,1.0,True
49,total.menutype_cnt,2.0,2.0,True
49,sub_total.subtotal_price,23000.0,23000.0,True
49,total.changeprice,27000.0,27000.0,True
50,total.cashprice,100000.0,100000.0,True
50,sub_total.tax_price,1773.0,,False
50,menu[0].nm,supericecauburry,caulburry,False
50,menu[0].price,17727.0,17727.0,True
50,total.total_price,19500.0,19500.0,True
50,menu[0].cnt,1.0,spcprice,False
50,sub_total.subtotal_price,17727.0,17727.0,True
50,total.changeprice,80500.0,80500.0,True
51,sub_total.tax_price,30365.0,334011.0,False
51,menu[0].nm,(ta)nasigrgterimedan,(ta)nasiurgterimedan,False
51,menu[2].cnt,1.0,42274.0,False
51,total.creditcardprice,334000.0,334000.0,True
51,menu[0].cnt,4.0,165460.0,False
51,menu[3].cnt,2.0,55456.0,False
51,menu[3].price,55456.0,55456.0,True
51,menu[0].price,165460.0,165460.0,True
51,total.menuqty_cnt,8.0,,False
51,menu[2].price,42274.0,42274.0,True
51,total.total_price,334000.0,334000.0,True
51,menu[1].price,40456.0,40456.0,True
51,menu[2].nm,(ta)kwetiawseafoodsiram,(ta)kwetiawseafoodsiram,True
51,sub_total.etc,334011.0,,False
51,menu[1].nm,(ta)bihungorengseafood,(ta)bihungorengseafood,True
51,total.total_etc,-11.0,,False
51,menu[1].cnt,1.0,40456.0,False
51,menu[3].nm,(ta)nasigoreng,(ta)nasigoreng,True
51,sub_total.subtotal_price,303646.0,303646.0,True
52,menu[1].nm,thaiicedtea,thaiicedtea,True
52,total.cashprice,100.0,100.0,True
52,menu[0].unitprice,@20.000,,False
52,menu[1].unitprice,@20.000,,False
52,menu[1].price,20.0,20.0,True
52,menu[0].price,20.0,20.0,True
52,menu[0].nm,thaiicedtea,thaiicedtea,True
52,menu[1].cnt,1.0,1.0,True
52,total.total_price,40.0,40.0,True
52,menu[0].cnt,1.0,1.0,True
52,sub_total.subtotal_price,40.0,40.0,True
52,total.changeprice,60.0,60.0,True
53,menu[1].nm,sotokudus,sotokudus,True
53,menu[1].price,47.0,47.0,True
53,menu[2].nm,mineralwater,mineralwater,True
53,menu[0].price,42.0,42.0,True
53,menu[0].nm,pecelkomplit+nasi,pecelkomplit+nasi,True
53,menu[1].cnt,1.0,1.0,True
53,menu[2].price,18.0,18.0,True
53,sub_total.tax_price,11.235,11.235,True
53,menu[2].cnt,2.0,2.0,True
53,total.menuqty_cnt,4.0,4.0,True
53,total.total_price,123.585,123.585,True
53,menu[0].cnt,1.0,1.0,True
53,sub_total.service_price,5.35,5.35,True
53,sub_total.subtotal_price,107.0,107.0,True
54,total.cashprice,10000.0,10000.0,True
54,menu[0].price,10000.0,10000.0,True
54,menu[0].nm,kacangmerah,kacangmerah,True
54,total.total_price,10000.0,10000.0,True
54,sub_total.subtotal_price,10000.0,10000.0,True
55,menu[1].nm,royalcheesetart,royalcheesetart,True
55,menu[1].price,32000.0,32000.0,True
55,total.creditcardprice,54000.0,54000.0,True
55,menu[0].price,22000.0,22000.0,True
55,menu[0].nm,applecinnamonpastry,applecinnamonpastry,True
55,menu[1].cnt,2.0,,False
55,total.total_price,54000.0,54000.0,True
55,menu[0].cnt,1.0,,False
56,total.cashprice,10000.0,10000.0,True
56,menu[0].price,8181.0,8181.0,True
56,menu[0].nm,airmineral,airmineral,True
56,sub_total.tax_price,818.0,818.0,True
56,total.total_price,8999.0,8999.0,True
56,sub_total.subtotal_price,8181.0,8181.0,True
56,total.changeprice,1001.0,1001.0,True
57,menu[1].nm,icedgt,icedgt,True
57,total.cashprice,42000.0,42000.0,True
57,menu[1].price,22000.0,22000.0,True
57,menu[0].price,20000.0,20000.0,True
57,menu[0].nm,icedtt,icedtt,True
58,total.cashprice[0],100000.0,,False
58,total.cashprice[1],100000.0,,False
58,sub_total.tax_price,5500.0,5500.0,True
58,menu[0].nm,phobotai,phobotai,True
58,menu[0].price,55000.0,55000.0,True
58,total.total_price,60500.0,60500.0,True
58,menu[0].cnt,1.0,,False
58,sub_total.subtotal_price,55000.0,55000.0,True
58,total.changeprice,39500.0,39500.0,True
59,menu[5].price,25000.0,25000.0,True
59,menu[4].cnt,1.0,,False
59,menu[7].nm,nasiputih,nasiputih,True
59,sub_total.tax_price,61849.0,61849.0,True
59,menu[0].nm,tahuisi,tahuisi,True
59,menu[2].cnt,1.0,,False
59,menu[0].cnt,2.0,,False
59,menu[3].cnt,1.0,,False
59,menu[5].cnt,1.0,,False
59,menu[6].nm,sweettea,sweettea,True
59,menu[6].cnt,2.0,,False
59,menu[3].price,47500.0,47500.0,True
59,menu[0].price,78000.0,78000.0,True
59,total.menuqty_cnt,21.0,21.0,True
59,menu[2].price,297490.0,297490.0,True
59,menu[7].cnt,7.0,,False
59,menu[4].nm,kailan2rasa,kailan2rasa,True
59,total.total_price,680500.0,680500.0,True
59,menu[8].price,37500.0,37500.0,True
59,menu[1].price,30000.0,30000.0,True
59,menu[2].nm,kepiting7-8.4ons-chilly0.71,kepiting7-8.4ons-chilly6.7,False
59,menu[6].price,16000.0,16000.0,True
59,menu[7].price,42000.0,42000.0,True
59,menu[8].nm,mantau-3pcs,mantau-3pcs,True
59,menu[4].price,45000.0,45000.0,True
59,menu[1].nm,tea,tea,True
59,menu[5].nm,mantau-2pcs,mantau-2pcs,True
59,menu[1].cnt,5.0,,False
59,menu[3].nm,udangtelurasin-regular,udangtelurasin-regular,True
59,menu[8].cnt,1.0,,False
59,total.menutype_cnt,9.0,9.0,True
59,sub_total.subtotal_price,618490.0,618490.0,True
60,menu[1].nm,bolaubiminioriginal(14pcs),bolaubiminioriginal(14pcs),True
60,menu[0].unitprice,1.25,,False
60,menu[1].unitprice,12.5,,False
60,menu[1].price,25.0,12.5,False
60,menu[0].price,1.25,1.25,True
60,menu[0].nm,toppingmilosparkle(untuk1porsi),toppingmilosparkle(untuk1porsi),True
60,menu[1].cnt,2x,2.0,False
60,sub_total.tax_price,-,-,True
60,total.total_price,26.25,26.25,True
60,menu[0].cnt,1x,1.0,False
60,sub_total.subtotal_price,26.25,26.25,True
61,menu[1].discountprice,-3200.0,,False
61,menu[0].unitprice,6500.0,,False
61,menu[5].price,5000.0,,False
61,menu[4].cnt,1x,1x,True
61,menu[0].nm,talamungu,talamungu,True
61,menu[2].cnt,2x,2x,True
61,total.creditcardprice,24500.0,24500.0,True
61,menu[0].cnt,1x,1x,True
61,menu[3].cnt,1x,1x,True
61,menu[2].discountprice,-7.2,,False
61,menu[5].cnt,1x,1x,True
61,menu[0].discountprice,-2600.0,,False
61,menu[1].unitprice,8000.0,,False
61,menu[4].unitprice,0.0,,False
61,menu[3].price,0.0,,False
61,menu[0].price,6500.0,6500.0,True
61,total.menuqty_cnt,7.0,items,False
61,menu[2].unitprice,9000.0,,False
61,menu[2].price,18000.0,3000.0,False
61,menu[4].nm,plastikkecil,plastikkecil,True
61,total.total_price,24500.0,24500.0,True
61,menu[1].price,8000.0,3000.0,False
61,menu[2].nm,lemper,lemper,True
61,menu[4].price,0.0,,False
61,menu[1].nm,arem-arem,arem-arem,True
61,menu[5].nm,tehkotak,tehkotak,True
61,menu[1].cnt,1x,1x,True
61,menu[5].unitprice,5000.0,,False
61,menu[3].nm,mikasedang,mikasedang,True
61,sub_total.subtotal_price,24500.0,24500.0,True
61,menu[3].unitprice,0.0,,False
62,menu[1].nm,combo2,combo2,True
62,total.cashprice,50.0,50.0,True
62,menu[1].price,30.0,30.0,True
62,menu[0].price,18.0,18.0,True
62,menu[0].nm,xxijavatea(m),xxijavatea(m),True
62,menu[1].cnt,1.0,1.0,True
62,total.total_price,48.0,48.0,True
62,menu[0].cnt,1.0,1.0,True
62,total.changeprice,2000.0,2.0,False
63,menu[1].nm,kopisusukampung.,kopisusukampung,False
63,total.cashprice,60.0,60.0,True
63,menu[1].price,38.0,38.0,True
63,menu[1].sub,{'nm':'ice'},,False
63,menu[0].price,19.0,19.0,True
63,menu[0].nm,kopisusukampung.,kopisusukampung,False
63,menu[1].cnt,x2,2.0,False
63,total.total_price,57.0,57.0,True
63,menu[0].cnt,x1,1.0,False
63,sub_total.subtotal_price,57.0,57.0,True
63,menu[0].sub,[{'nm':'ice'}{'nm':'kopisusukampunglessice''price':'0'}],,False
63,total.changeprice,3.0,3.0,True
64,total.cashprice,50.0,50.0,True
64,menu[0].price,16.0,16.0,True
64,menu[0].nm,singlescoop,singlescoop,True
64,total.total_price,16.0,16.0,True
64,total.changeprice,34.0,34.0,True
65,menu[0].unitprice,13.0,,False
65,menu[0].price,13.0,13.0,True
65,menu[0].nm,buburpolos+telur,uburpolos+telur,False
65,sub_total.tax_price,-,-,True
65,total.total_price,13.0,13.0,True
65,menu[0].cnt,1.0,1.0,True
65,sub_total.subtotal_price,13.0,13.0,True
66,menu[1].nm,plastik25,,False
66,total.cashprice,50000.0,50000.0,True
66,menu[1].price,0.0,,False
66,menu[0].price,36364.0,,False
66,menu[0].nm,pillowduria,pillowduria,True
66,sub_total.tax_price,3636.0,10.000%,False
66,total.total_price,40000.0,40000.0,True
66,sub_total.subtotal_price,36364.0,36364.0,True
66,total.changeprice,10000.0,10000.0,True
67,total.cashprice,9.5,950000.0,False
67,menu[0].unitprice,9.5,,False
67,menu[0].num,2005-,950000.0,False
67,menu[0].price,9.5,950000.0,False
67,menu[0].nm,cheesejohn,2095-cheesejohn,False
67,total.menuqty_cnt,1.0,1.0,True
67,total.total_price,9.5,950000.0,False
67,menu[0].cnt,x1,x1,True
68,total.cashprice,50000.0,50000.0,True
68,menu[0].price,20000.0,20000.0,True
68,menu[0].nm,icedtt,icedtt,True
68,total.total_price,20000.0,20000.0,True
68,total.changeprice,30000.0,30000.0,True
69,menu[1].nm,realhoneypancakebread,realhoneypancakebread,True
69,total.cashprice,100000.0,100000.0,True
69,menu[1].price,20000.0,20000.0,True
69,menu[2].nm,custardbrioche,custardbrioche,True
69,menu[0].price,18000.0,18000.0,True
69,menu[0].nm,[md]softmorningroll,[md]softmorningroll,True
69,menu[1].cnt,2.0,,False
69,menu[2].price,36000.0,36000.0,True
69,menu[2].cnt,4.0,,False
69,total.total_price,74000.0,74000.0,True
69,menu[0].cnt,1.0,,False
69,total.changeprice,26000.0,26000.0,True
70,menu[0].unitprice,216000.0,,False
70,menu[9].cnt,7.0,,False
70,menu[4].cnt,2.0,1.0,False
70,menu[2].sub,{'nm':'=*medium*='},,False
70,menu[6].sub,{'nm':'asammanis'},,False
70,menu[7].nm,bihungorengjj,nasiputih,False
70,menu[0].nm,udangre,udangre,True
70,menu[7].sub,{'nm':'=*large*=='},,False
70,sub_total.tax_price,142358.0,142358.0,True
70,menu[2].cnt,1.0,1.0,True
70,menu[0].cnt,2.0,2.0,True
70,menu[3].cnt,1.0,2.0,False
70,menu[5].cnt,2.0,1.0,False
70,menu[6].nm,guramefilletm,icedtea,False
70,menu[6].cnt,1.0,5.0,False
70,menu[4].unitprice,111000.0,,False
70,menu[9].unitprice,10000.0,,False
70,menu[3].price,172000.0,222000.0,False
70,menu[0].price,432000.0,432000.0,True
70,menu[2].price,108000.0,,False
70,menu[7].cnt,1.0,7.0,False
70,menu[4].nm,pocai3,guramefilletm,False
70,total.total_price,1565938.0,1565938.0,True
70,sub_total.service_price,80580.0,80580.0,True
70,menu[8].price,60000.0,,False
70,menu[2].nm,aymgrjunnjan,sapothseafood,False
70,menu[6].price,163000.0,60000.0,False
70,sub_total.etc[1],60000.0,,False
70,menu[7].price,116000.0,70000.0,False
70,menu[8].nm,icedtea,,False
70,sub_total.etc[0],1213000.0,,False
70,sub_total.etc[2],70000.0,,False
70,menu[4].price,222.0,,False
70,menu[1].nm,=*large*==,aymgrjunnjan,False
70,menu[5].nm,=*medium*=,bihungorengjj,False
70,menu[9].nm,nasiputih,,False
70,menu[8].unitprice,12000.0,,False
70,menu[1].cnt,2.0,1.0,False
70,menu[3].sub,{'nm':'=*large*=='},,False
70,menu[3].nm,sapothseafood,pocai3,False
70,menu[8].cnt,5.0,,False
70,sub_total.subtotal_price,1343000.0,1343000.0,True
70,menu[9].price,70000.0,,False
71,total.cashprice,200200.0,200200.0,True
71,menu[0].unitprice,198000.0,,False
71,menu[0].price,198000.0,198000.0,True
71,menu[0].nm,cukaapeltetes,cukaapeltetes,True
71,total.total_price,198000.0,200200.0,False
71,menu[0].cnt,1.0,1.0,True
71,total.changeprice,22000.0,22000.0,True
72,total.cashprice,20000.0,20000.0,True
72,sub_total.tax_price,1591.0,1591.0,True
72,menu[0].nm,chocodevil,chocodevil,True
72,menu[0].price,15909.0,15909.0,True
72,total.total_price,17500.0,17500.0,True
72,menu[0].cnt,1.0,1.0,True
72,sub_total.subtotal_price,15909.0,15909.0,True
72,total.changeprice,2500.0,2500.0,True
73,menu[1].nm,6001-plasticbagsmall,plasticbagsmall,False
73,total.cashprice,25.0,25.0,True
73,menu[0].unitprice,22.0,,False
73,menu[1].unitprice,0.0,,False
73,menu[1].price,0.0,,False
73,menu[0].price,22.0,22.0,True
73,menu[0].nm,1001-chocobun,chocobun,False
73,menu[1].cnt,x1,x1,True
73,total.menuqty_cnt,2.0,2.0,True
73,total.total_price,22.0,22.0,True
73,menu[0].cnt,x1,x1,True
73,total.changeprice,3.0,3.0,True
74,sub_total.tax_price,30024.0,30024.0,True
74,menu[0].nm,blackcurrant,blackcurrant,True
74,menu[2].cnt,1.0,,False
74,menu[0].cnt,1.0,,False
74,menu[3].cnt,1.0,,False
74,menu[3].price,129000.0,129000.0,True
74,menu[0].price,32000.0,32000.0,True
74,menu[2].price,85000.0,85000.0,True
74,total.total_price,330264.0,330264.0,True
74,sub_total.service_price,22240.0,22240.0,True
74,menu[1].price,32000.0,32000.0,True
74,menu[2].nm,grilledcalamari,grilledcalamari,True
74,sub_total.etc[1],214000.0,,False
74,sub_total.etc[0],64000.0,,False
74,menu[1].nm,sprite,sprite,True
74,menu[1].cnt,1.0,,False
74,menu[3].sub,[{'nm':'*danishfish&chipsdf'}{'nm':'*newyorkfish&chips'}],,False
74,menu[3].nm,dinefor2,dinefor2,True
74,sub_total.subtotal_price,278000.0,278000.0,True
75,menu[5].price,48182.0,48182.0,True
75,menu[4].cnt,1.0,1.0,True
75,sub_total.tax_price,25637.0,25637.0,True
75,menu[0].nm,chocopuff,chocopuff,True
75,menu[2].cnt,1.0,1.0,True
75,menu[0].cnt,1.0,1.0,True
75,menu[3].cnt,1.0,1.0,True
75,menu[5].cnt,1.0,1.0,True
75,menu[3].price,54545.0,54545.0,True
75,menu[0].price,29091.0,29091.0,True
75,menu[2].price,34545.0,34545.0,True
75,menu[4].nm,sc/psupersupreme,sc/psupersupreme,True
75,total.total_price,282000.0,282000.0,True
75,menu[1].price,42727.0,42727.0,True
75,menu[2].nm,neworientalchkrice,neworientalchkrice,True
75,menu[4].price,47273.0,47273.0,True
75,menu[1].nm,creamybeefclsftc,creamybeefclsftc,True
75,menu[5].nm,cb/pblackpeppbeef,cb/pblackpeppbeef,True
75,menu[1].cnt,1.0,1.0,True
75,menu[3].nm,liptonpitcher,liptonpitcher,True
75,sub_total.subtotal_price,256363.0,256363.0,True
76,menu[1].nm,nasiputih,,False
76,total.cashprice,*110000,,False
76,menu[2].nm,basotahu,,False
76,menu[1].price,*6000,,False
76,menu[3].price,*12000,,False
76,menu[0].price,*46000,,False
76,menu[0].nm,basotahu,basotahu,True
76,menu[2].price,*46000,,False
76,menu[3].nm,nasiputih,,False
76,menu[3].cnt,2x,,False
76,total.menutype_cnt,50-,50.0,False
76,menu[3].unitprice,6000.0,,False
77,total.cashprice,22000.0,22000.0,True
77,menu[0].unitprice,17000.0,,False
77,menu[0].price,17000.0,17000.0,True
77,menu[0].nm,tripplecheese,tripplecheese,True
77,total.total_price,17000.0,17000.0,True
77,menu[0].cnt,1x,x,False
77,sub_total.subtotal_price,17000.0,17000.0,True
77,total.changeprice,5000.0,5000.0,True
78,total.cashprice,30.0,30.0,True
78,menu[0].price,25.0,25.0,True
78,menu[0].nm,lemontea(l),lemontea(l),True
78,total.total_price,30.0,30.0,True
78,menu[0].cnt,1.0,1.0,True
78,menu[0].sub,{'nm':'extrajellylychee''cnt':'1''price':'5.000'},,False
78,total.changeprice,0.0,0.0,True
79,menu[1].nm,6001-plasticbagsmall,plasticbagsmall,False
79,total.cashprice,22.0,22.0,True
79,menu[0].unitprice,22.0,,False
79,menu[1].unitprice,0.0,,False
79,menu[1].price,0.0,0.0,True
79,menu[0].price,22.0,22.0,True
79,menu[0].nm,1001-chocobun,chocobun,False
79,menu[1].cnt,x1,x1,True
79,total.menuqty_cnt,2.0,2.0,True
79,total.total_price,22.0,22.0,True
79,menu[0].cnt,x1,x1,True
80,total.cashprice,25.0,25000.0,False
80,menu[0].price,25000.0,25000.0,True
80,menu[0].nm,vietmilkcoffee,vietmilkcoffee,True
80,total.total_price,25.0,25000.0,False
80,menu[0].cnt,1.0,+m,False
80,sub_total.subtotal_price,25.0,25000.0,False
80,menu[0].sub,[{'nm':'+ice'}{'nm':'+m'}],,False
80,total.changeprice,0.0,0.0,True
81,menu[1].nm,1001-chocobun,chocobun,False
81,menu[0].unitprice,14.0,,False
81,menu[1].unitprice,22.0,,False
81,menu[1].price,22.0,22.0,True
81,menu[2].nm,6001-plasticbagsmall,plasticbagsmall,False
81,menu[0].price,28.0,14.0,False
81,menu[0].nm,3002-kyotochocomochi,kyotochocomochi,False
81,menu[1].cnt,x1,x1,True
81,menu[2].unitprice,0.0,,False
81,menu[2].price,0.0,0.0,True
81,menu[2].cnt,x1,x1,True
81,total.menuqty_cnt,4.0,,False
81,total.total_price,50.0,50.0,True
81,menu[0].cnt,x2,x2,True
82,menu[1].nm,snowmancakechocolate,snowmancakechocolate,True
82,menu[0].unitprice,115000.0,,False
82,menu[1].unitprice,60000.0,,False
82,menu[1].price,60000.0,60000.0,True
82,menu[2].nm,strawberrylogcake,strawberrylogcake,True
82,total.creditcardprice,385000.0,385000.0,True
82,menu[0].price,115000.0,115000.0,True
82,menu[0].nm,chocolatelogcake,chocolatelogcake,True
82,menu[1].cnt,1x,1.0,False
82,menu[2].unitprice,105000.0,,False
82,menu[2].price,210000.0,105000.0,False
82,menu[2].cnt,2x,2.0,False
82,total.total_price,385000.0,385000.0,True
82,menu[0].cnt,1x,1.0,False
82,sub_total.subtotal_price,385000.0,385000.0,True
82,total.changeprice,0.0,0.0,True
83,total.cashprice,25.0,25000.0,False
83,sub_total.tax_price,2091.0,2091.0,True
83,menu[0].nm,cookiesandcream,cookiesandcream,True
83,menu[0].price,20909.0,20909.0,True
83,total.menuqty_cnt,1.0,1.0,True
83,total.total_price,23000.0,23000.0,True
83,menu[0].cnt,1.0,1.0,True
83,sub_total.subtotal_price,20909.0,20909.0,True
83,total.changeprice,2.0,2000.0,False
84,menu[1].nm,aremarem,aremarem,True
84,total.emoneyprice,rp39.600,,False
84,menu[0].unitprice,@12.000,,False
84,menu[1].unitprice,@12.000,,False
84,menu[1].price,24.0,12.0,False
84,menu[0].price,12.0,12.0,True
84,menu[0].nm,kroket,kroket,True
84,menu[1].cnt,2x,2x,True
84,sub_total.tax_price,rp3.600,rp3.600,True
84,total.total_price,rp39.600,rp39.600,True
84,menu[0].cnt,1x,1x,True
84,sub_total.subtotal_price,rp36.000,rp36.000,True
85,total.cashprice,197.45,197.45,True
85,menu[9].cnt,1.0,,False
85,menu[5].price,15.0,15.0,True
85,menu[4].cnt,1.0,,False
85,menu[7].nm,telurdadar,telurdadar,True
85,sub_total.tax_price,17.95,17.95,True
85,menu[0].nm,nasiputih,nasiputih,True
85,menu[2].cnt,2.0,,False
85,menu[0].cnt,3.0,,False
85,menu[3].cnt,1.0,,False
85,menu[5].cnt,1.0,,False
85,menu[10].nm,esbatu,esbatu,True
85,menu[6].nm,ikanbawalbesa,ikanbawalbesa,True
85,menu[6].cnt,1.0,,False
85,menu[3].price,11.0,11.0,True
85,menu[0].price,30.0,30.0,True
85,total.menuqty_cnt,14.0,,False
85,menu[2].price,40.0,40.0,True
85,menu[7].cnt,1.0,,False
85,menu[4].nm,sambalgabusasincb,sambalgabusasincb,True
85,total.total_price,197.45,197.45,True
85,menu[10].cnt,1.0,,False
85,menu[8].price,7.0,7.0,True
85,menu[1].price,7.0,7.0,True
85,menu[2].nm,ayampop,ayampop,True
85,menu[6].price,28.5,28.5,True
85,sub_total.etc[1],20.0,,False
85,menu[7].price,10.0,10.0,True
85,menu[10].price,4.0,4.0,True
85,menu[8].nm,tehes,tehes,True
85,sub_total.etc[0],159.5,,False
85,menu[4].price,18.0,18.0,True
85,menu[1].nm,nasitambah,nasitambah,True
85,menu[5].nm,kerupukkuah,kerupukkuah,True
85,menu[9].nm,tehmanis,tehmanis,True
85,menu[1].cnt,1.0,,False
85,menu[3].nm,samabalsp,samabalsp,True
85,menu[8].cnt,1.0,,False
85,sub_total.subtotal_price,179.5,179.5,True
85,menu[9].price,9.0,9.0,True
86,menu[1].nm,mamamia,mamamia,True
86,total.cashprice,52000.0,52000.0,True
86,menu[1].price,12500.0,12500.0,True
86,menu[0].price,9500.0,9500.0,True
86,menu[0].nm,cheezemania,choezemania,False
86,menu[1].cnt,1.0,1.0,True
86,total.menuqty_cnt,2.0,2.0,True
86,total.total_price,22000.0,22000.0,True
86,menu[0].cnt,1.0,1.0,True
86,total.menutype_cnt,2.0,2.0,True
86,sub_total.subtotal_price,22000.0,22000.0,True
86,total.changeprice,30000.0,30000.0,True
87,total.creditcardprice,40150.0,40150.0,True
87,sub_total.tax_price,3650.0,3650.0,True
87,menu[0].nm,photaichin,photaichin,True
87,menu[0].price,36500.0,36500.0,True
87,total.total_price,40150.0,40150.0,True
87,menu[0].cnt,1.0,1.0,True
87,sub_total.subtotal_price,36500.0,36500.0,True
88,menu[1].nm,almondcreamcheese,almondcreamcheese,True
88,menu[0].unitprice,19000.0,,False
88,menu[1].unitprice,28000.0,,False
88,menu[1].price,28000.0,28000.0,True
88,total.creditcardprice,47000.0,47000.0,True
88,menu[0].price,19000.0,19000.0,True
88,menu[0].nm,stixeclairs,stixeclairs,True
88,menu[1].cnt,1x,1.0,False
88,total.total_price,47000.0,47000.0,True
88,menu[0].cnt,1x,1.0,False
88,sub_total.subtotal_price,47000.0,47000.0,True
88,total.changeprice,0.0,0.0,True
89,total.cashprice,50000.0,50000.0,True
89,menu[0].price,40000.0,40000.0,True
89,menu[0].nm,xxlcrispychicken,xxlcrispychicken,True
89,total.menuqty_cnt,1.0,1.0,True
89,total.total_price,40000.0,40000.0,True
89,menu[0].cnt,1.0,1.0,True
89,sub_total.subtotal_price,40000.0,40000.0,True
89,menu[0].sub,{'nm':'pedassedikit''cnt':'1''price':'0'},,False
89,total.changeprice,10000.0,10000.0,True
90,total.cashprice,29500.0,29500.0,True
90,sub_total.tax_price,2681.0,,False
90,menu[0].nm,cirengpandawa,cirengpandawa,True
90,menu[0].price,26818.0,26818.0,True
90,total.menuqty_cnt,1.0,1.0,True
90,total.total_price,29500.0,29500.0,True
90,menu[0].cnt,1.0,1.0,True
90,total.menutype_cnt,1.0,1.0,True
90,sub_total.subtotal_price,26818.0,26818.0,True
91,menu[1].nm,gorengan,gorengan,True
91,total.cashprice,30.0,30000.0,False
91,menu[1].price,6.0,6000.0,False
91,menu[0].price,15.0,15000.0,False
91,menu[0].nm,baksobngks,baksobnk's,False
91,menu[1].cnt,6.0,,False
91,total.total_price,21.0,21000.0,False
91,menu[0].cnt,1.0,,False
91,total.changeprice,9.0,9000.0,False
92,total.cashprice,250.0,250000.0,False
92,menu[0].unitprice,60.0,,False
92,menu[0].num,901016.0,901016.0,True
92,menu[0].price,240000.0,60000.0,False
92,menu[0].nm,-ticketcp,-ticketcp,True
92,total.menuqty_cnt,(qty=4.00),4.0,False
92,total.total_price,240.0,240000.0,False
92,menu[0].cnt,4.0,4.0,True
92,total.changeprice,10000.0,10000.0,True
93,menu[0].unitprice,16363.0,,False
93,menu[0].price,16363.0,16363.0,True
93,menu[0].nm,thaiicedtea(l),thaiicedtea(l),True
93,sub_total.tax_price,1636.0,1636.0,True
93,total.menuqty_cnt,1.0,1.0,True
93,total.total_price,17999.0,17999.0,True
93,menu[0].cnt,1x,1x,True
93,sub_total.subtotal_price,16363.0,16363.0,True
94,menu[1].nm,cakwe,cakwe,True
94,menu[1].price,17000.0,17000.0,True
94,menu[2].nm,photaichin(r),photaichin(r),True
94,total.creditcardprice,140063.0,140063.0,True
94,menu[3].price,11000.0,11000.0,True
94,sub_total.service_price,8330.0,8330.0,True
94,menu[0].price,28000.0,28000.0,True
94,menu[0].nm,tahugoreng,tahugoreng,True
94,menu[1].cnt,1.0,1.0,True
94,menu[2].price,63000.0,63000.0,True
94,sub_total.tax_price,12733.0,12733.0,True
94,menu[2].cnt,1.0,1.0,True
94,total.total_price,140063.0,140063.0,True
94,menu[0].cnt,1.0,1.0,True
94,menu[3].nm,tea,tea,True
94,menu[3].cnt,1.0,1.0,True
94,sub_total.subtotal_price,119000.0,119000.0,True
95,menu[1].nm,esjeruk,esjeruk,True
95,menu[0].unitprice,43181.0,,False
95,menu[1].unitprice,13000.0,,False
95,menu[1].price,13000.0,13000.0,True
95,total.cashprice[0],62000.0,,False
95,total.cashprice[1],201.0,,False
95,menu[0].price,43181.0,43181.0,True
95,menu[0].nm,basotahu,basotahu,True
95,menu[1].cnt,1.0,13000.0,False
95,sub_total.tax_price,5618.0,5618.0,True
95,total.total_price,61799.0,61799.0,True
95,menu[0].cnt,1.0,43181.0,False
95,sub_total.subtotal_price,56181.0,56181.0,True
96,total.cashprice,50000.0,50000.0,True
96,menu[0].price,41000.0,41000.0,True
96,menu[0].nm,bbqchicken,bbqchicken,True
96,total.total_price,41000.0,41000.0,True
96,menu[0].cnt,1.0,41000.0,False
96,total.menutype_cnt,1.0,1.0,True
96,sub_total.subtotal_price,41000.0,41000.0,True
96,menu[0].sub,{'nm':'-tidakpedas''cnt':'1''price':'0'},,False
96,total.changeprice,9000.0,9000.0,True
97,menu[1].nm,puyuhgo,satecatigo,False
97,total.cashprice,55.0,55.0,True
97,menu[0].unitprice,20.0,,False
97,menu[1].price,6.0,3.0,False
97,menu[2].nm,sateatigo,,False
97,menu[0].price,40.0,20000.0,False
97,menu[0].nm,buburgo,buburgo,True
97,menu[2].unitprice,3.0,,False
97,menu[2].price,9.0,,False
97,total.menuqty_cnt,6.00xitems,9.0,False
97,menu[2].cnt,3.0,,False
97,total.total_price,55.0,55.0,True
97,menu[0].cnt,2.0,,False
98,menu[1].nm,trufflecream,trufflecream,True
98,menu[1].price,77000.0,77000.0,True
98,menu[2].nm,earlgreymilktea,earlgreymilktea,True
98,menu[0].price,79000.0,79000.0,True
98,menu[0].nm,blackpappermeatballpas,blackpeppermeatballpas,False
98,menu[1].cnt,1.0,1.0,True
98,menu[2].price,59000.0,59000.0,True
98,sub_total.tax_price,22790.0,22790.0,True
98,menu[2].cnt,1.0,1.0,True
98,total.total_price,250690.0,250690.0,True
98,menu[0].cnt,1.0,1.0,True
98,sub_total.service_price,12900.0,12900.0,True
98,sub_total.subtotal_price,215000.0,215000.0,True
99,total.cashprice,0.0,0.0,True
99,sub_total.etc[0],0.0,,False
99,total.creditcardprice,75000.0,0.0,False
99,sub_total.tax_price[1],0.0,,False
